book_id,print_series,size,type_of_print,translator_id,translator,shabak,gregorian_publish_year,solar_publish_year,page_count,Persian Title,English Title,Off,Rate,Break Price,Special_Price,Exist,Publisher,publisher id,Writer,writer id,Description,Feature,Category
748,7,رقعی,شومیز,,{326: 'امیر امجد'},978-600-122-071-5,2003,1401,112,مرد بالشی,The Pillowman,0,4.35,nan,nan,ناموجود,نیلا,85,مارتین مک دونا,929,"کتاب مرد بالشی، نمایشنامه ای نوشته ی مارتین مک دونا است که برای نخستین بار در سال 2003 به چاپ رسید. 
نمایشنامه ی مرد بالشی، یادآور سبک داستان های تام استوپارد و کافکا است و به ماجرای فوق العاده خنده دار و به شدت تأثیرگذار نویسنده ای می پردازد که در کشوری بی نام و نشان و با حکومتی مستبدانه زندگی می کند. این نویسنده به خاطر محتوای دلهره آور داستان های کوتاهش و شباهت آن ها به تعدادی از کودک کُشی هایی که در شهر محل زندگی او به وقوع پیوسته، مورد بازجویی و تحقیق می گیرد.","['برنده ی جایزه ی لارنس الیویر سال 2004', 'برنده ی جایزه ی نمایشنامه ی حلقه ی منتقدین نیویورک سال 2004-2005', 'این کتاب توسط نشر نیلا نیز منتشر شده است.']","['ادبیات ایرلند', 'ادبیات معاصر', 'دهه 2000 میلادی', 'پرافتخارترین کتاب ها', 'ادبیات نمایشی', 'نمایشنامه کمدی', 'جایزه ی نمایشنامه ی حلقه ی منتقدین نیویورک', 'جایزه ی لارنس الیویر']"
752,35,رقعی,شومیز,,{947: 'آرش سرکوهی'},978-600-229-290-2,1979,1402,208,کتاب راهنمای کهکشان برای اتواستاپ زن ها,The Hitchhiker's Guide to the Galaxy,15 % تخفیف,4.21,"150,000","127,500",موجود,نشر چشمه,33,داگلاس آدامز,946,"کتاب راهنمای کهکشان برای اتواستاپ زن ها، رمانی علمی تخیلی نوشته ی داگلاس آدامز است که برای نخستین بار در سال 1979 منتشر شد. 
چند ثانیه قبل از نابودی زمین، آرتور دنت به کمک دوستش، فورد پریفکت، این سیاره را ترک می کند. این دو شخصیت در کنار یکدیگر، سفری فضایی را به همراه همسفران مختلف و متعددی آغاز می کنند؛ همسفرانی چون رئیس کهکشان و نامزدش، رباتی نابغه اما افسرده به نام ماروین، و شخصیتی که ذهنش سخت درگیر چگونگی ناپدید شدن خودکارهایی است که در طول سال ها خریده است. این خودکارها کجا رفته اند؟ ما چرا به دنیا می آییم و چرا می میریم؟ پسخ همه ی این سؤالات، در ستارگان است.","['جزو لیست مدرن لایبرری (به انتخاب مخاطبین)', 'فیلمی بر اساس این کتاب در سال 1981 ساخته شده است.']","['ادبیات اقتباسی', 'داستان فانتزی', 'داستان علمی تخیلی', 'ادبیات انگلیس', 'ادبیات داستانی', 'ادبیات معاصر', 'داستان کمدی (طنز)', 'دهه 1970 میلادی', 'صد رمان برتر مدرن لایبرری - به انتخاب مخاطبین', 'جایزه ی انجمن علمی تخیلی بریتانیا', '1001 رمانی که باید قبل از مرگ بخوانید', 'فهرست برترین رمان ها در بریتانیا', 'فهرست برترین داستان های «سفر در زمان»', 'فهرست برترین کتاب های «کمدی سیاه»', 'فهرست برترین رمان های نخست', 'فهرست برترین کتاب ها درباره سفر', 'فهرست برترین کتاب های کمدی به انتخاب «رادیو ملی آمریکا»', 'فهرست کتاب های برگزیده به انتخاب «ایلان ماسک»']"
752,35,رقعی,شومیز,,{947: 'آرش سرکوهی'},978-600-229-290-2,1979,1402,208,کتاب راهنمای کهکشان برای اتواستاپ زن ها,The Hitchhiker's Guide to the Galaxy,15 % تخفیف,4.21,"150,000","127,500",موجود,نشر چشمه,33,داگلاس آدامز,946,"کتاب راهنمای کهکشان برای اتواستاپ زن ها، رمانی علمی تخیلی نوشته ی داگلاس آدامز است که برای نخستین بار در سال 1979 منتشر شد. 
چند ثانیه قبل از نابودی زمین، آرتور دنت به کمک دوستش، فورد پریفکت، این سیاره را ترک می کند. این دو شخصیت در کنار یکدیگر، سفری فضایی را به همراه همسفران مختلف و متعددی آغاز می کنند؛ همسفرانی چون رئیس کهکشان و نامزدش، رباتی نابغه اما افسرده به نام ماروین، و شخصیتی که ذهنش سخت درگیر چگونگی ناپدید شدن خودکارهایی است که در طول سال ها خریده است. این خودکارها کجا رفته اند؟ ما چرا به دنیا می آییم و چرا می میریم؟ پسخ همه ی این سؤالات، در ستارگان است.","['جزو لیست مدرن لایبرری (به انتخاب مخاطبین)', 'فیلمی بر اساس این کتاب در سال 1981 ساخته شده است.']","['ادبیات اقتباسی', 'داستان فانتزی', 'داستان علمی تخیلی', 'ادبیات انگلیس', 'ادبیات داستانی', 'ادبیات معاصر', 'داستان کمدی (طنز)', 'دهه 1970 میلادی', 'صد رمان برتر مدرن لایبرری - به انتخاب مخاطبین', 'جایزه ی انجمن علمی تخیلی بریتانیا', '1001 رمانی که باید قبل از مرگ بخوانید', 'فهرست برترین رمان ها در بریتانیا', 'فهرست برترین داستان های «سفر در زمان»', 'فهرست برترین کتاب های «کمدی سیاه»', 'فهرست برترین رمان های نخست', 'فهرست برترین کتاب ها درباره سفر', 'فهرست برترین کتاب های کمدی به انتخاب «رادیو ملی آمریکا»', 'فهرست کتاب های برگزیده به انتخاب «ایلان ماسک»']"
758,2,رقعی,شومیز,,{957: 'آزیتا همپارتیان'},978-600-212-163-9,1980,1399,408,کتاب بیابان,Desert,30 % تخفیف,3.68,"160,000","112,000",موجود,دیبایه,1185,ژان ماری گوستاو لوکلزیو,298,"کتاب بیابان، رمانی نوشته ی ژان ماری گوستاو لوکلزیو است که اولین بار در سال 1980 به انتشار رسید. 
داستان این رمان از دو خط روایی مختلف تشکیل شده است. اولین خط روایی، در بیابان می گذرد و به داستان کوچ پسر نوجوانی به نام نور و جنگجویانی بدنام به نام مردان آبی می پردازد. مردمان قبیله ی نور که توسط نیروهای استعمارگر فرانسوی از سرزمین خود رانده  شده اند، به دره ای می روند تا از رهبری معنوی کمک بگیرند که با نام آب چشم ها شناخته می شود. خط روایی دوم این رمان، داستان لالا، یکی از نوادگان مردان آبی را نقل می کند. اگرچه لالا یتیمی است که در محله ای فقیرنشین نزدیک شهری ساحلی در مراکش زندگی می کند، اما خون نیاکان شجاع و قدرتمندش در رگ های او جریان دارد. او مجبور می شود برای اجتناب از ازدواج با مردی مسن و ثروتمند، محل زندگی خود را ترک کند. لالا به فرانسه می رود و ماجراهای تلخ و شیرین بسیاری را از سر می گذراند اما هیچ وقت به خون اجدادش خیانت نمی کند.",['ژان ماری گوستاو لوکلزیو برنده ی جایزه ی نوبل ادبیات سال 2008'],"['ادبیات فرانسه', 'جایزه نوبل ادبیات', 'ادبیات داستانی', 'ادبیات معاصر', 'داستان درام', 'دهه 1980 میلادی']"
758,2,رقعی,شومیز,,{957: 'آزیتا همپارتیان'},978-600-212-163-9,1980,1399,408,کتاب بیابان,Desert,30 % تخفیف,3.68,"160,000","112,000",موجود,دیبایه,1185,ژان ماری گوستاو لوکلزیو,298,"کتاب بیابان، رمانی نوشته ی ژان ماری گوستاو لوکلزیو است که اولین بار در سال 1980 به انتشار رسید. 
داستان این رمان از دو خط روایی مختلف تشکیل شده است. اولین خط روایی، در بیابان می گذرد و به داستان کوچ پسر نوجوانی به نام نور و جنگجویانی بدنام به نام مردان آبی می پردازد. مردمان قبیله ی نور که توسط نیروهای استعمارگر فرانسوی از سرزمین خود رانده  شده اند، به دره ای می روند تا از رهبری معنوی کمک بگیرند که با نام آب چشم ها شناخته می شود. خط روایی دوم این رمان، داستان لالا، یکی از نوادگان مردان آبی را نقل می کند. اگرچه لالا یتیمی است که در محله ای فقیرنشین نزدیک شهری ساحلی در مراکش زندگی می کند، اما خون نیاکان شجاع و قدرتمندش در رگ های او جریان دارد. او مجبور می شود برای اجتناب از ازدواج با مردی مسن و ثروتمند، محل زندگی خود را ترک کند. لالا به فرانسه می رود و ماجراهای تلخ و شیرین بسیاری را از سر می گذراند اما هیچ وقت به خون اجدادش خیانت نمی کند.",['ژان ماری گوستاو لوکلزیو برنده ی جایزه ی نوبل ادبیات سال 2008'],"['ادبیات فرانسه', 'جایزه نوبل ادبیات', 'ادبیات داستانی', 'ادبیات معاصر', 'داستان درام', 'دهه 1980 میلادی']"
23932,26,رقعی,جلد سخت,,{3828: 'شجاع الدین شفا'},978-9640004449,1304,1402,1282,کتاب کمدی الهی (3 جلدی),Divine Comedy,15 % تخفیف,3.85,"1,090,000","926,500",موجود,امیرکبیر,13,دانته آلیگری,986,"مجموعه کتاب های کمدی الهی، که شامل عناوین دوزخ، برزخ و بهشت می شود، روایتی بلند در قالب شعر است که نگارش آن به قلم دانته آلیگری، در سال 1304 میلادی آغاز شد و تا یک سال قبل از مرگ دانته، یعنی در سال 1321 میلادی به طول انجامید. این کتاب، به شکل گسترده به عنوان برجسته ترین اثر در ادبیات ایتالیا شناخته می شود.
کمدی الهی، داستان سقوط دانته به دوزخ به همراهی راهنمایی به نام ویرجیل، عروج او به برزخ و ملاقاتش با معشوقه اش و در نهایت، رسیدن او به بهشت را روایت می کند. این شاهکار بزرگ تاریخ ادبیات به مسائلی چون ایمان، آرزو و روشن ضمیری می پردازد و با ارائه ی تصاویری خیره کننده و به یاد ماندنی از دنیای بعد از مرگ، قصه ی تمثیلی شگفت آور و تکان دهنده ای از مسیر سعادتمندی بشر است.","['جزو لیست برترین کتاب های تاریخ ادبیات به انتخاب انجمن کتاب نروژ', 'این مجموعه شامل 3 کتاب «دوزخ»، «برزخ» و «بهشت» است.', 'دارای قاب نفیس']","['ادبیات اقتباسی', 'ادبیات کلاسیک', 'ادبیات ایتالیا', 'شعر', 'برترین کتاب های تاریخ انجمن کتاب نروژ', 'کتاب های نفیس', 'حماسی', 'فهرست برترین کتاب های شعر', 'فهرست کتاب ها با برترین «شخصیت های شرور»']"
23932,26,رقعی,جلد سخت,,{3828: 'شجاع الدین شفا'},978-9640004449,1304,1402,1282,کتاب کمدی الهی (3 جلدی),Divine Comedy,15 % تخفیف,3.85,"1,090,000","926,500",موجود,امیرکبیر,13,دانته آلیگری,986,"مجموعه کتاب های کمدی الهی، که شامل عناوین دوزخ، برزخ و بهشت می شود، روایتی بلند در قالب شعر است که نگارش آن به قلم دانته آلیگری، در سال 1304 میلادی آغاز شد و تا یک سال قبل از مرگ دانته، یعنی در سال 1321 میلادی به طول انجامید. این کتاب، به شکل گسترده به عنوان برجسته ترین اثر در ادبیات ایتالیا شناخته می شود.
کمدی الهی، داستان سقوط دانته به دوزخ به همراهی راهنمایی به نام ویرجیل، عروج او به برزخ و ملاقاتش با معشوقه اش و در نهایت، رسیدن او به بهشت را روایت می کند. این شاهکار بزرگ تاریخ ادبیات به مسائلی چون ایمان، آرزو و روشن ضمیری می پردازد و با ارائه ی تصاویری خیره کننده و به یاد ماندنی از دنیای بعد از مرگ، قصه ی تمثیلی شگفت آور و تکان دهنده ای از مسیر سعادتمندی بشر است.","['جزو لیست برترین کتاب های تاریخ ادبیات به انتخاب انجمن کتاب نروژ', 'این مجموعه شامل 3 کتاب «دوزخ»، «برزخ» و «بهشت» است.', 'دارای قاب نفیس']","['ادبیات اقتباسی', 'ادبیات کلاسیک', 'ادبیات ایتالیا', 'شعر', 'برترین کتاب های تاریخ انجمن کتاب نروژ', 'کتاب های نفیس', 'حماسی', 'فهرست برترین کتاب های شعر', 'فهرست کتاب ها با برترین «شخصیت های شرور»']"
50294,5,وزیری,جلد سخت,,{561: 'کاوه میرعباسی'},978-6006767369,1304,1401,1260,کمدی الهی,Divine Comedy,20 % تخفیف,3.86,"1,145,000","916,000",موجود,کارگاه فیلم و گرافیک سپاس,1773,دانته آلیگری,986,"مجموعه کتاب های کمدی الهی، که شامل عناوین دوزخ، برزخ و بهشت می شود، روایتی بلند در قالب شعر است که نگارش آن به قلم دانته آلیگری، در سال 1304 میلادی آغاز شد و تا یک سال قبل از مرگ دانته، یعنی در سال 1321 میلادی به طول انجامید. این کتاب، به شکل گسترده به عنوان برجسته ترین اثر در ادبیات ایتالیا شناخته می شود.
کمدی الهی، داستان سقوط دانته به دوزخ به همراهی راهنمایی به نام ویرجیل، عروج او به برزخ و ملاقاتش با معشوقه اش و در نهایت، رسیدن او به بهشت را روایت می کند. این شاهکار بزرگ تاریخ ادبیات به مسائلی چون ایمان، آرزو و روشن ضمیری می پردازد و با ارائه ی تصاویری خیره کننده و به یاد ماندنی از دنیای بعد از مرگ، قصه ی تمثیلی شگفت آور و تکان دهنده ای از مسیر سعادتمندی بشر است.","['جزو لیست برترین کتاب های تاریخ ادبیات به انتخاب انجمن کتاب نروژ', 'این مجموعه شامل 3 کتاب «دوزخ»، «برزخ» و «بهشت» است.', 'دارای قاب نفیس']","['ادبیات اقتباسی', 'ادبیات کلاسیک', 'ادبیات ایتالیا', 'شعر', 'برترین کتاب های تاریخ انجمن کتاب نروژ', 'کتاب های نفیس', 'حماسی', 'فهرست برترین کتاب های شعر', 'فهرست کتاب ها با برترین «شخصیت های شرور»']"
812,11,وزیری,جلد سخت,,{987: 'محسن نیکبخت'},978-600-5026-41-2,1304,1401,1414,کمدی الهی,Divine Comedy,30 % تخفیف,4.06,"1,450,000","1,015,000",موجود,نشر کتاب پارسه,73,دانته آلیگری,986,"مجموعه کتاب های کمدی الهی، که شامل عناوین دوزخ، برزخ و بهشت می شود، روایتی بلند در قالب شعر است که نگارش آن به قلم دانته آلیگری، در سال 1304 میلادی آغاز شد و تا یک سال قبل از مرگ دانته، یعنی در سال 1321 میلادی به طول انجامید. این کتاب، به شکل گسترده به عنوان برجسته ترین اثر در ادبیات ایتالیا شناخته می شود.
کمدی الهی، داستان سقوط دانته به دوزخ به همراهی راهنمایی به نام ویرجیل، عروج او به برزخ و ملاقاتش با معشوقه اش و در نهایت، رسیدن او به بهشت را روایت می کند. این شاهکار بزرگ تاریخ ادبیات به مسائلی چون ایمان، آرزو و روشن ضمیری می پردازد و با ارائه ی تصاویری خیره کننده و به یاد ماندنی از دنیای بعد از مرگ، قصه ی تمثیلی شگفت آور و تکان دهنده ای از مسیر سعادتمندی بشر است.","['جزو لیست برترین کتاب های تاریخ ادبیات به انتخاب انجمن کتاب نروژ', 'این مجموعه شامل 3 کتاب «دوزخ»، «برزخ» و «بهشت» است.', 'دارای قاب نفیس']","['ادبیات اقتباسی', 'ادبیات کلاسیک', 'ادبیات ایتالیا', 'شعر', 'برترین کتاب های تاریخ انجمن کتاب نروژ', 'کتاب های نفیس', 'حماسی', 'فهرست برترین کتاب های شعر', 'فهرست کتاب ها با برترین «شخصیت های شرور»']"
120527,1,رقعی,شومیز,,{},978-6226344500,1304,1400,166,کمدی الهی,Divine Comedy,20 % تخفیف,3.99,"104,000","83,200",موجود,نفیر,63,دانته آلیگری,986,"مجموعه کتاب های کمدی الهی، که شامل عناوین دوزخ، برزخ و بهشت می شود، روایتی بلند در قالب شعر است که نگارش آن به قلم دانته آلیگری، در سال 1304 میلادی آغاز شد و تا یک سال قبل از مرگ دانته، یعنی در سال 1321 میلادی به طول انجامید. این کتاب، به شکل گسترده به عنوان برجسته ترین اثر در ادبیات ایتالیا شناخته می شود.
کمدی الهی، داستان سقوط دانته به دوزخ به همراهی راهنمایی به نام ویرجیل، عروج او به برزخ و ملاقاتش با معشوقه اش و در نهایت، رسیدن او به بهشت را روایت می کند. این شاهکار بزرگ تاریخ ادبیات به مسائلی چون ایمان، آرزو و روشن ضمیری می پردازد و با ارائه ی تصاویری خیره کننده و به یاد ماندنی از دنیای بعد از مرگ، قصه ی تمثیلی شگفت آور و تکان دهنده ای از مسیر سعادتمندی بشر است.","['جزو لیست برترین کتاب های تاریخ ادبیات به انتخاب انجمن کتاب نروژ', 'این مجموعه شامل 3 کتاب «دوزخ»، «برزخ» و «بهشت» است.', 'دارای قاب نفیس']","['ادبیات اقتباسی', 'ادبیات کلاسیک', 'ادبیات ایتالیا', 'شعر', 'برترین کتاب های تاریخ انجمن کتاب نروژ', 'کتاب های نفیس', 'حماسی', 'فهرست برترین کتاب های شعر', 'فهرست کتاب ها با برترین «شخصیت های شرور»']"
37810,5,وزیری,جلد سخت,,{1107: 'میر جلال الدین کزازی'},978-9641651994,1304,1401,603,کمدی الهی,Divine Comedy,0,3.7,nan,nan,ناموجود,معین,1129,دانته آلیگری,986,"مجموعه کتاب های کمدی الهی، که شامل عناوین دوزخ، برزخ و بهشت می شود، روایتی بلند در قالب شعر است که نگارش آن به قلم دانته آلیگری، در سال 1304 میلادی آغاز شد و تا یک سال قبل از مرگ دانته، یعنی در سال 1321 میلادی به طول انجامید. این کتاب، به شکل گسترده به عنوان برجسته ترین اثر در ادبیات ایتالیا شناخته می شود.
کمدی الهی، داستان سقوط دانته به دوزخ به همراهی راهنمایی به نام ویرجیل، عروج او به برزخ و ملاقاتش با معشوقه اش و در نهایت، رسیدن او به بهشت را روایت می کند. این شاهکار بزرگ تاریخ ادبیات به مسائلی چون ایمان، آرزو و روشن ضمیری می پردازد و با ارائه ی تصاویری خیره کننده و به یاد ماندنی از دنیای بعد از مرگ، قصه ی تمثیلی شگفت آور و تکان دهنده ای از مسیر سعادتمندی بشر است.","['جزو لیست برترین کتاب های تاریخ ادبیات به انتخاب انجمن کتاب نروژ', 'این مجموعه شامل 3 کتاب «دوزخ»، «برزخ» و «بهشت» است.', 'دارای قاب نفیس']","['ادبیات اقتباسی', 'ادبیات کلاسیک', 'ادبیات ایتالیا', 'شعر', 'برترین کتاب های تاریخ انجمن کتاب نروژ', 'کتاب های نفیس', 'حماسی', 'فهرست برترین کتاب های شعر', 'فهرست کتاب ها با برترین «شخصیت های شرور»']"
10788,1,وزیری,زرکوب,,{1151: 'فریده مهدوی دامغانی'},978-2000111320,1304,1393,2494,کمدی الهی (3جلدی),Divine Comedy,0,3.67,nan,nan,ناموجود,ذهن آویز,1233,دانته آلیگری,986,"مجموعه کتاب های کمدی الهی، که شامل عناوین دوزخ، برزخ و بهشت می شود، روایتی بلند در قالب شعر است که نگارش آن به قلم دانته آلیگری، در سال 1304 میلادی آغاز شد و تا یک سال قبل از مرگ دانته، یعنی در سال 1321 میلادی به طول انجامید. این کتاب، به شکل گسترده به عنوان برجسته ترین اثر در ادبیات ایتالیا شناخته می شود.
کمدی الهی، داستان سقوط دانته به دوزخ به همراهی راهنمایی به نام ویرجیل، عروج او به برزخ و ملاقاتش با معشوقه اش و در نهایت، رسیدن او به بهشت را روایت می کند. این شاهکار بزرگ تاریخ ادبیات به مسائلی چون ایمان، آرزو و روشن ضمیری می پردازد و با ارائه ی تصاویری خیره کننده و به یاد ماندنی از دنیای بعد از مرگ، قصه ی تمثیلی شگفت آور و تکان دهنده ای از مسیر سعادتمندی بشر است.","['جزو لیست برترین کتاب های تاریخ ادبیات به انتخاب انجمن کتاب نروژ', 'این مجموعه شامل 3 کتاب «دوزخ»، «برزخ» و «بهشت» است.', 'دارای قاب نفیس']","['ادبیات اقتباسی', 'ادبیات کلاسیک', 'ادبیات ایتالیا', 'شعر', 'برترین کتاب های تاریخ انجمن کتاب نروژ', 'کتاب های نفیس', 'حماسی', 'فهرست برترین کتاب های شعر', 'فهرست کتاب ها با برترین «شخصیت های شرور»']"
90821,33,رقعی,شومیز,,{567: 'رضا رضایی'},978-9643128432,1813,1402,450,کتاب غرور و تعصب,Pride and Prejudice,10 % تخفیف,4.12,"225,000","202,500",موجود,نشر نی,66,جین آستین,604,"کتاب غرور و تعصب، رمانی ارزشمند و ماندگار نوشته ی جین آستین است که نخستین بار در سال 1813 انتشار یافت. 
داستان این رمان به رشد عاطفی قهرمان کتاب، الیزابت بنت، می پردازد. الیزابت در روند اتفاقات، به نادرستی تصمیمات عجولانه پی می برد و فرق بین چیزهای اضافی و ضروری در زندگی را می آموزد. آقای بنت، پنج دختر دارد اما به دلایلی هیچ یک از دخترانش نمی توانند دارایی های او را به ارث ببرند. همسر آقای بنت هم ثروتی از خود ندارد، بنابراین برای این پنج دختر ضروری است که حداقل یکی از آن ها با مردی ثروتمند ازدواج کند تا بتواند بعد از مرگ او، از خانواده حمایت مالی کند. جین آستین در این اثر جاودان با هنرمندی تمام بر موضوع ازدواج از روی عشق و علاقه تأکید می کند و با طنزی درخشان، به موضوعاتی چون چگونگی رفتار انسان ها، تحصیلات، ازدواج و پول در زمانه ی خود می پردازد.","['جزو لیست برترین کتاب های تاریخ ادبیات به انتخاب انجمن کتاب نروژ', 'فیلم هایی بر اساس این کتاب در سال های مختلف ساخته شده است.']","['ادبیات اقتباسی', 'ادبیات انگلیس', 'داستان تاریخی', 'داستان عاشقانه', 'ادبیات داستانی', 'ادبیات کلاسیک', 'دهه 1810 میلادی', 'پرفروش ترین کتاب ها', 'برترین کتاب های تاریخ انجمن کتاب نروژ', 'کتاب هایی که باید خوانده باشید', '1001 رمانی که باید قبل از مرگ بخوانید', 'فهرست برترین رمان ها در بریتانیا', 'برترین آثار داستانی با شخصیت اصلی زن', 'برترین آثار تبدیل شده به فیلم و سریال', 'فهرست برترین رمان های عاشقانه', 'فهرست الهام بخش ترین رمان های BBC', 'فهرست کتاب های برگزیده به انتخاب «آمازون»']"
90821,33,رقعی,شومیز,,{567: 'رضا رضایی'},978-9643128432,1813,1402,450,کتاب غرور و تعصب,Pride and Prejudice,10 % تخفیف,4.12,"225,000","202,500",موجود,نشر نی,66,جین آستین,604,"کتاب غرور و تعصب، رمانی ارزشمند و ماندگار نوشته ی جین آستین است که نخستین بار در سال 1813 انتشار یافت. 
داستان این رمان به رشد عاطفی قهرمان کتاب، الیزابت بنت، می پردازد. الیزابت در روند اتفاقات، به نادرستی تصمیمات عجولانه پی می برد و فرق بین چیزهای اضافی و ضروری در زندگی را می آموزد. آقای بنت، پنج دختر دارد اما به دلایلی هیچ یک از دخترانش نمی توانند دارایی های او را به ارث ببرند. همسر آقای بنت هم ثروتی از خود ندارد، بنابراین برای این پنج دختر ضروری است که حداقل یکی از آن ها با مردی ثروتمند ازدواج کند تا بتواند بعد از مرگ او، از خانواده حمایت مالی کند. جین آستین در این اثر جاودان با هنرمندی تمام بر موضوع ازدواج از روی عشق و علاقه تأکید می کند و با طنزی درخشان، به موضوعاتی چون چگونگی رفتار انسان ها، تحصیلات، ازدواج و پول در زمانه ی خود می پردازد.","['جزو لیست برترین کتاب های تاریخ ادبیات به انتخاب انجمن کتاب نروژ', 'فیلم هایی بر اساس این کتاب در سال های مختلف ساخته شده است.']","['ادبیات اقتباسی', 'ادبیات انگلیس', 'داستان تاریخی', 'داستان عاشقانه', 'ادبیات داستانی', 'ادبیات کلاسیک', 'دهه 1810 میلادی', 'پرفروش ترین کتاب ها', 'برترین کتاب های تاریخ انجمن کتاب نروژ', 'کتاب هایی که باید خوانده باشید', '1001 رمانی که باید قبل از مرگ بخوانید', 'فهرست برترین رمان ها در بریتانیا', 'برترین آثار داستانی با شخصیت اصلی زن', 'برترین آثار تبدیل شده به فیلم و سریال', 'فهرست برترین رمان های عاشقانه', 'فهرست الهام بخش ترین رمان های BBC', 'فهرست کتاب های برگزیده به انتخاب «آمازون»']"
8440,19,جیبی,جلد سخت,,{411: 'کیوان عبیدی آشتیانی'},9789643696962,1813,1402,576,غرور و تعصب,Pride and Prejudice,15 % تخفیف,3.12,"300,000","255,000",موجود,افق,11,جین آستین,604,"کتاب غرور و تعصب، رمانی ارزشمند و ماندگار نوشته ی جین آستین است که نخستین بار در سال 1813 انتشار یافت. 
داستان این رمان به رشد عاطفی قهرمان کتاب، الیزابت بنت، می پردازد. الیزابت در روند اتفاقات، به نادرستی تصمیمات عجولانه پی می برد و فرق بین چیزهای اضافی و ضروری در زندگی را می آموزد. آقای بنت، پنج دختر دارد اما به دلایلی هیچ یک از دخترانش نمی توانند دارایی های او را به ارث ببرند. همسر آقای بنت هم ثروتی از خود ندارد، بنابراین برای این پنج دختر ضروری است که حداقل یکی از آن ها با مردی ثروتمند ازدواج کند تا بتواند بعد از مرگ او، از خانواده حمایت مالی کند. جین آستین در این اثر جاودان با هنرمندی تمام بر موضوع ازدواج از روی عشق و علاقه تأکید می کند و با طنزی درخشان، به موضوعاتی چون چگونگی رفتار انسان ها، تحصیلات، ازدواج و پول در زمانه ی خود می پردازد.","['جزو لیست برترین کتاب های تاریخ ادبیات به انتخاب انجمن کتاب نروژ', 'فیلم هایی بر اساس این کتاب در سال های مختلف ساخته شده است.']","['ادبیات اقتباسی', 'ادبیات انگلیس', 'داستان تاریخی', 'داستان عاشقانه', 'ادبیات داستانی', 'ادبیات کلاسیک', 'دهه 1810 میلادی', 'پرفروش ترین کتاب ها', 'برترین کتاب های تاریخ انجمن کتاب نروژ', 'کتاب هایی که باید خوانده باشید', '1001 رمانی که باید قبل از مرگ بخوانید', 'فهرست برترین رمان ها در بریتانیا', 'برترین آثار داستانی با شخصیت اصلی زن', 'برترین آثار تبدیل شده به فیلم و سریال', 'فهرست برترین رمان های عاشقانه', 'فهرست الهام بخش ترین رمان های BBC', 'فهرست کتاب های برگزیده به انتخاب «آمازون»']"
823,33,رقعی,جلد سخت,,{567: 'رضا رضایی'},978-964-312-843-2,1813,1402,445,غرور و تعصب,Pride and Prejudice,10 % تخفیف,4.07,"180,000","162,000",موجود,نشر نی,66,جین آستین,604,"کتاب غرور و تعصب، رمانی ارزشمند و ماندگار نوشته ی جین آستین است که نخستین بار در سال 1813 انتشار یافت. 
داستان این رمان به رشد عاطفی قهرمان کتاب، الیزابت بنت، می پردازد. الیزابت در روند اتفاقات، به نادرستی تصمیمات عجولانه پی می برد و فرق بین چیزهای اضافی و ضروری در زندگی را می آموزد. آقای بنت، پنج دختر دارد اما به دلایلی هیچ یک از دخترانش نمی توانند دارایی های او را به ارث ببرند. همسر آقای بنت هم ثروتی از خود ندارد، بنابراین برای این پنج دختر ضروری است که حداقل یکی از آن ها با مردی ثروتمند ازدواج کند تا بتواند بعد از مرگ او، از خانواده حمایت مالی کند. جین آستین در این اثر جاودان با هنرمندی تمام بر موضوع ازدواج از روی عشق و علاقه تأکید می کند و با طنزی درخشان، به موضوعاتی چون چگونگی رفتار انسان ها، تحصیلات، ازدواج و پول در زمانه ی خود می پردازد.","['جزو لیست برترین کتاب های تاریخ ادبیات به انتخاب انجمن کتاب نروژ', 'فیلم هایی بر اساس این کتاب در سال های مختلف ساخته شده است.']","['ادبیات اقتباسی', 'ادبیات انگلیس', 'داستان تاریخی', 'داستان عاشقانه', 'ادبیات داستانی', 'ادبیات کلاسیک', 'دهه 1810 میلادی', 'پرفروش ترین کتاب ها', 'برترین کتاب های تاریخ انجمن کتاب نروژ', 'کتاب هایی که باید خوانده باشید', '1001 رمانی که باید قبل از مرگ بخوانید', 'فهرست برترین رمان ها در بریتانیا', 'برترین آثار داستانی با شخصیت اصلی زن', 'برترین آثار تبدیل شده به فیلم و سریال', 'فهرست برترین رمان های عاشقانه', 'فهرست الهام بخش ترین رمان های BBC', 'فهرست کتاب های برگزیده به انتخاب «آمازون»']"
